sample_id,gt_label_int,gt_label_name,origin,louvain_cluster
2913,238,Greater_Swiss_Mountain_dog,imagenet,210
2914,238,Greater_Swiss_Mountain_dog,imagenet,457
2915,238,Greater_Swiss_Mountain_dog,imagenet,342
2916,238,Greater_Swiss_Mountain_dog,imagenet,282
2917,238,Greater_Swiss_Mountain_dog,imagenet,342
2918,238,Greater_Swiss_Mountain_dog,imagenet,457
2919,238,Greater_Swiss_Mountain_dog,imagenet,457
2920,238,Greater_Swiss_Mountain_dog,imagenet,342
2921,238,Greater_Swiss_Mountain_dog,imagenet,457
2922,238,Greater_Swiss_Mountain_dog,imagenet,342
2923,238,Greater_Swiss_Mountain_dog,imagenet,457
2924,238,Greater_Swiss_Mountain_dog,imagenet,342
2925,238,Greater_Swiss_Mountain_dog,imagenet,210
2926,238,Greater_Swiss_Mountain_dog,imagenet_sketch,325
2927,238,Greater_Swiss_Mountain_dog,imagenet_sketch,473
2928,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2929,238,Greater_Swiss_Mountain_dog,imagenet_sketch,45
2930,238,Greater_Swiss_Mountain_dog,imagenet_sketch,338
2931,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2932,238,Greater_Swiss_Mountain_dog,imagenet_sketch,299
2933,238,Greater_Swiss_Mountain_dog,imagenet_sketch,319
2934,238,Greater_Swiss_Mountain_dog,imagenet_sketch,288
2935,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2936,238,Greater_Swiss_Mountain_dog,imagenet_sketch,30
2937,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2938,238,Greater_Swiss_Mountain_dog,imagenet_sketch,45
2939,238,Greater_Swiss_Mountain_dog,imagenet_sketch,30
2940,238,Greater_Swiss_Mountain_dog,imagenet_sketch,30
2941,238,Greater_Swiss_Mountain_dog,imagenet_sketch,319
2942,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2943,238,Greater_Swiss_Mountain_dog,imagenet_sketch,299
2944,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2945,238,Greater_Swiss_Mountain_dog,imagenet_sketch,327
2946,238,Greater_Swiss_Mountain_dog,imagenet_sketch,325
2947,238,Greater_Swiss_Mountain_dog,imagenet_sketch,45
2948,238,Greater_Swiss_Mountain_dog,imagenet_sketch,477
2949,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2950,238,Greater_Swiss_Mountain_dog,imagenet_sketch,477
2951,238,Greater_Swiss_Mountain_dog,imagenet_sketch,440
2952,238,Greater_Swiss_Mountain_dog,imagenet_sketch,319
2953,239,Bernese_mountain_dog,imagenet_sketch,312
2954,239,Bernese_mountain_dog,imagenet,460
2955,239,Bernese_mountain_dog,imagenet,460
2956,239,Bernese_mountain_dog,imagenet_sketch,440
2957,239,Bernese_mountain_dog,imagenet_sketch,427
2958,240,Appenzeller,imagenet_sketch,428
2959,240,Appenzeller,imagenet_sketch,440
2960,240,Appenzeller,imagenet_sketch,300
2961,240,Appenzeller,imagenet_sketch,440
2962,240,Appenzeller,imagenet_sketch,440
2963,240,Appenzeller,imagenet,457
2964,240,Appenzeller,imagenet,457
2965,240,Appenzeller,imagenet,457
2966,240,Appenzeller,imagenet,457
2967,240,Appenzeller,imagenet,457
2968,240,Appenzeller,imagenet,460
2969,240,Appenzeller,imagenet,305
2970,240,Appenzeller,imagenet,457
2971,240,Appenzeller,imagenet,475
2972,240,Appenzeller,imagenet,457
2973,241,EntleBucher,imagenet_sketch,379
2974,241,EntleBucher,imagenet_sketch,446
2975,241,EntleBucher,imagenet_sketch,312
2976,241,EntleBucher,imagenet_sketch,325
2977,241,EntleBucher,imagenet_sketch,30
2978,241,EntleBucher,imagenet_sketch,440
2979,241,EntleBucher,imagenet_sketch,379
2980,241,EntleBucher,imagenet_sketch,446
2981,241,EntleBucher,imagenet_sketch,30
2982,241,EntleBucher,imagenet_sketch,30
2983,241,EntleBucher,imagenet_sketch,30
2984,241,EntleBucher,imagenet_sketch,312
2985,241,EntleBucher,imagenet_sketch,325
2986,241,EntleBucher,imagenet_sketch,30
2987,241,EntleBucher,imagenet_sketch,30
2988,241,EntleBucher,imagenet_sketch,440
2989,241,EntleBucher,imagenet_sketch,440
2990,241,EntleBucher,imagenet_sketch,440
2991,241,EntleBucher,imagenet_sketch,30
2992,241,EntleBucher,imagenet,304
2993,242,boxer,imagenet_sketch,436
2994,242,boxer,imagenet_sketch,319
2995,242,boxer,imagenet_sketch,381
2996,242,boxer,imagenet,335
2997,242,boxer,imagenet,271
2998,242,boxer,imagenet,335
2999,242,boxer,imagenet,335
3000,242,boxer,imagenet,117
3001,242,boxer,imagenet,449
3002,242,boxer,imagenet,335
3003,242,boxer,imagenet,335
3004,242,boxer,imagenet_r,381
3005,243,bull_mastiff,imagenet,389
3006,243,bull_mastiff,imagenet,383
3007,244,Tibetan_mastiff,imagenet_sketch,338
3008,244,Tibetan_mastiff,imagenet_sketch,338
3009,244,Tibetan_mastiff,imagenet_sketch,429
3010,244,Tibetan_mastiff,imagenet_sketch,333
3011,244,Tibetan_mastiff,imagenet_sketch,386
3012,244,Tibetan_mastiff,imagenet_sketch,338
3013,244,Tibetan_mastiff,imagenet_sketch,338
3014,244,Tibetan_mastiff,imagenet_sketch,338
3015,244,Tibetan_mastiff,imagenet_sketch,338
3016,244,Tibetan_mastiff,imagenet_sketch,429
3017,244,Tibetan_mastiff,imagenet_sketch,333
3018,244,Tibetan_mastiff,imagenet,292
3019,244,Tibetan_mastiff,imagenet,292
3020,244,Tibetan_mastiff,imagenet,449
3021,244,Tibetan_mastiff,imagenet,315
3022,244,Tibetan_mastiff,imagenet,292
3023,245,French_bulldog,imagenet,471
3024,245,French_bulldog,imagenet_r,461
3025,245,French_bulldog,imagenet_r,462
3026,245,French_bulldog,imagenet_r,401
3027,245,French_bulldog,imagenet_r,465
3028,245,French_bulldog,imagenet_r,377
3029,245,French_bulldog,imagenet_r,462
3030,246,Great_Dane,imagenet_sketch,429
3031,246,Great_Dane,imagenet_sketch,309
3032,246,Great_Dane,imagenet_sketch,299
3033,246,Great_Dane,imagenet_sketch,429
3034,246,Great_Dane,imagenet_sketch,530
3035,246,Great_Dane,imagenet,52
3036,246,Great_Dane,imagenet,52
3037,246,Great_Dane,imagenet,625
3038,246,Great_Dane,imagenet,310
3039,246,Great_Dane,imagenet,52
3040,246,Great_Dane,imagenet,625
3041,246,Great_Dane,imagenet,342
3042,246,Great_Dane,imagenet,344
3043,246,Great_Dane,imagenet,449
3044,246,Great_Dane,imagenet,303
3045,246,Great_Dane,imagenet,334
3046,203,West_Highland_white_terrier,imagenet,403
3047,246,Great_Dane,imagenet,158
3048,246,Great_Dane,imagenet,449
3049,246,Great_Dane,imagenet,279
3050,246,Great_Dane,imagenet,279
3051,246,Great_Dane,imagenet,52
3052,246,Great_Dane,imagenet,52
3053,246,Great_Dane,imagenet,625
3054,246,Great_Dane,imagenet,52
3055,247,Saint_Bernard,imagenet_sketch,504
3056,247,Saint_Bernard,imagenet_sketch,300
3057,247,Saint_Bernard,imagenet_sketch,504
3058,247,Saint_Bernard,imagenet_sketch,442
3059,247,Saint_Bernard,imagenet,315
3060,247,Saint_Bernard,imagenet_r,504
3061,247,Saint_Bernard,imagenet_r,300
3062,248,Eskimo_dog,imagenet,369
3063,248,Eskimo_dog,imagenet,467
3064,248,Eskimo_dog,imagenet,468
3065,248,Eskimo_dog,imagenet,468
3066,248,Eskimo_dog,imagenet_sketch,469
3067,248,Eskimo_dog,imagenet_sketch,450
3068,248,Eskimo_dog,imagenet_sketch,392
3069,248,Eskimo_dog,imagenet,470
3070,248,Eskimo_dog,imagenet_sketch,468
3071,248,Eskimo_dog,imagenet_sketch,332
3072,248,Eskimo_dog,imagenet,468
3073,248,Eskimo_dog,imagenet,467
3074,248,Eskimo_dog,imagenet,468
3075,248,Eskimo_dog,imagenet,468
3076,248,Eskimo_dog,imagenet,468
3077,248,Eskimo_dog,imagenet,467
3078,248,Eskimo_dog,imagenet,450
3079,248,Eskimo_dog,imagenet,467
3080,248,Eskimo_dog,imagenet,467
3081,248,Eskimo_dog,imagenet,468
3082,248,Eskimo_dog,imagenet,467
3083,248,Eskimo_dog,imagenet,117
3084,248,Eskimo_dog,imagenet,369
3085,248,Eskimo_dog,imagenet,467
3086,248,Eskimo_dog,imagenet,468
3087,248,Eskimo_dog,imagenet,468
3088,248,Eskimo_dog,imagenet,467
3089,248,Eskimo_dog,imagenet,467
3090,248,Eskimo_dog,imagenet,468
3091,248,Eskimo_dog,imagenet,467
3092,248,Eskimo_dog,imagenet,468
3093,248,Eskimo_dog,imagenet,467
3094,249,malamute,imagenet,292
3095,249,malamute,imagenet,292
3096,249,malamute,imagenet,292
3097,249,malamute,imagenet,292
3098,250,Siberian_husky,imagenet_sketch,450
3099,250,Siberian_husky,imagenet_sketch,450
3100,250,Siberian_husky,imagenet_sketch,450
3101,250,Siberian_husky,imagenet_sketch,450
3102,250,Siberian_husky,imagenet_sketch,450
3103,250,Siberian_husky,imagenet_sketch,343
3104,250,Siberian_husky,imagenet_sketch,450
3105,250,Siberian_husky,imagenet_sketch,450
3106,250,Siberian_husky,imagenet_sketch,450
3107,250,Siberian_husky,imagenet_sketch,450
3108,250,Siberian_husky,imagenet_sketch,343
3109,250,Siberian_husky,imagenet,468
3110,250,Siberian_husky,imagenet,468
3111,250,Siberian_husky,imagenet,468
3112,250,Siberian_husky,imagenet,468
3113,250,Siberian_husky,imagenet,468
3114,250,Siberian_husky,imagenet,19
3115,250,Siberian_husky,imagenet,279
3116,250,Siberian_husky,imagenet_r,472
3117,250,Siberian_husky,imagenet_r,469
3118,250,Siberian_husky,imagenet_r,469
3119,250,Siberian_husky,imagenet_r,469
3120,250,Siberian_husky,imagenet,468
3121,252,affenpinscher,imagenet_sketch,381
3122,252,affenpinscher,imagenet_sketch,353
3123,252,affenpinscher,imagenet_sketch,473
3124,252,affenpinscher,imagenet_sketch,473
3125,252,affenpinscher,imagenet,272
3126,252,affenpinscher,imagenet,63
3127,252,affenpinscher,imagenet,406
3128,252,affenpinscher,imagenet,268
3129,252,affenpinscher,imagenet,406
3130,254,pug,imagenet,266
3131,255,Leonberg,imagenet_sketch,327
3132,255,Leonberg,imagenet_sketch,288
3133,255,Leonberg,imagenet_sketch,321
3134,255,Leonberg,imagenet_sketch,288
3135,255,Leonberg,imagenet_sketch,288
3136,255,Leonberg,imagenet_sketch,288
3137,255,Leonberg,imagenet_sketch,327
3138,255,Leonberg,imagenet_sketch,327
3139,255,Leonberg,imagenet_sketch,272
3140,255,Leonberg,imagenet_sketch,428
3141,255,Leonberg,imagenet_sketch,439
3142,255,Leonberg,imagenet_sketch,344
3143,255,Leonberg,imagenet_sketch,321
3144,255,Leonberg,imagenet_sketch,288
3145,255,Leonberg,imagenet_sketch,428
3146,255,Leonberg,imagenet_sketch,288
3147,255,Leonberg,imagenet_sketch,327
3148,255,Leonberg,imagenet_sketch,288
3149,255,Leonberg,imagenet_sketch,321
3150,255,Leonberg,imagenet_sketch,427
3151,255,Leonberg,imagenet_sketch,273
3152,255,Leonberg,imagenet_sketch,427
3153,255,Leonberg,imagenet_sketch,439
3154,255,Leonberg,imagenet_sketch,327
3155,255,Leonberg,imagenet_sketch,288
3156,255,Leonberg,imagenet_sketch,321
3157,255,Leonberg,imagenet_sketch,288
3158,255,Leonberg,imagenet_sketch,273
3159,255,Leonberg,imagenet_sketch,439
3160,255,Leonberg,imagenet_sketch,327
3161,256,Newfoundland,imagenet_sketch,357
3162,256,Newfoundland,imagenet_sketch,111
3163,256,Newfoundland,imagenet_sketch,357
3164,256,Newfoundland,imagenet,406
3165,256,Newfoundland,imagenet,406
3166,256,Newfoundland,imagenet,292
3167,256,Newfoundland,imagenet,406
3168,256,Newfoundland,imagenet,406
3169,256,Newfoundland,imagenet,117
3170,256,Newfoundland,imagenet,389
3171,256,Newfoundland,imagenet,406
3172,256,Newfoundland,imagenet,403
3173,256,Newfoundland,imagenet,406
3174,256,Newfoundland,imagenet,406
3175,257,Great_Pyrenees,imagenet_sketch,547
3176,257,Great_Pyrenees,imagenet,356
3177,257,Great_Pyrenees,imagenet,356
3178,257,Great_Pyrenees,imagenet,475
3179,257,Great_Pyrenees,imagenet,475
3180,257,Great_Pyrenees,imagenet,449
3181,257,Great_Pyrenees,imagenet,356
3182,257,Great_Pyrenees,imagenet,356
3183,257,Great_Pyrenees,imagenet,475
3184,257,Great_Pyrenees,imagenet,356
3185,257,Great_Pyrenees,imagenet,117
3186,257,Great_Pyrenees,imagenet,356
3187,257,Great_Pyrenees,imagenet,475
3188,257,Great_Pyrenees,imagenet,658
3189,257,Great_Pyrenees,imagenet,475
3190,257,Great_Pyrenees,imagenet,356
3191,257,Great_Pyrenees,imagenet,475
3192,258,Samoyed,imagenet_sketch,469
3193,258,Samoyed,imagenet_sketch,389
3194,258,Samoyed,imagenet,449
3195,259,Pomeranian,imagenet,267
3196,259,Pomeranian,imagenet,267
3197,260,chow,imagenet,303
3198,260,chow,imagenet,303
3199,260,chow,imagenet,56
3200,260,chow,imagenet,279
3201,260,chow,imagenet,689
3202,261,keeshond,imagenet_sketch,469
3203,261,keeshond,imagenet,470
3204,261,keeshond,imagenet,470
3205,261,keeshond,imagenet,470
3206,261,keeshond,imagenet,470
3207,261,keeshond,imagenet,449
3208,261,keeshond,imagenet,470
3209,261,keeshond,imagenet,470
3210,261,keeshond,imagenet,470
3211,262,Brabancon_griffon,imagenet_sketch,466
3212,262,Brabancon_griffon,imagenet_sketch,466
3213,262,Brabancon_griffon,imagenet_sketch,466
3214,262,Brabancon_griffon,imagenet_sketch,477
3215,262,Brabancon_griffon,imagenet_sketch,274
3216,262,Brabancon_griffon,imagenet_sketch,466
3217,262,Brabancon_griffon,imagenet_sketch,466
3218,262,Brabancon_griffon,imagenet_sketch,466
3219,262,Brabancon_griffon,imagenet_sketch,274
3220,262,Brabancon_griffon,imagenet_sketch,312
3221,262,Brabancon_griffon,imagenet_sketch,466
3222,262,Brabancon_griffon,imagenet_sketch,477
3223,262,Brabancon_griffon,imagenet_sketch,466
3224,262,Brabancon_griffon,imagenet_sketch,466
3225,262,Brabancon_griffon,imagenet_sketch,274
3226,262,Brabancon_griffon,imagenet,210
3227,262,Brabancon_griffon,imagenet,466
3228,262,Brabancon_griffon,imagenet,266
3229,262,Brabancon_griffon,imagenet,268
3230,262,Brabancon_griffon,imagenet,210
3231,262,Brabancon_griffon,imagenet,268
3232,262,Brabancon_griffon,imagenet,210
3233,262,Brabancon_griffon,imagenet,466
3234,262,Brabancon_griffon,imagenet,266
3235,262,Brabancon_griffon,imagenet,268
3236,262,Brabancon_griffon,imagenet,210
3237,262,Brabancon_griffon,imagenet,466
3238,262,Brabancon_griffon,imagenet,266
3239,262,Brabancon_griffon,imagenet,268
3240,262,Brabancon_griffon,imagenet,210
3241,262,Brabancon_griffon,imagenet,466
3242,262,Brabancon_griffon,imagenet,266
3243,262,Brabancon_griffon,imagenet,389
3244,262,Brabancon_griffon,imagenet,210
3245,262,Brabancon_griffon,imagenet,315
3246,262,Brabancon_griffon,imagenet,266
3247,262,Brabancon_griffon,imagenet,268
3248,262,Brabancon_griffon,imagenet,266
3249,262,Brabancon_griffon,imagenet,466
3250,262,Brabancon_griffon,imagenet,266
3251,262,Brabancon_griffon,imagenet,449
3252,262,Brabancon_griffon,imagenet,279
3253,262,Brabancon_griffon,imagenet,210
3254,262,Brabancon_griffon,imagenet,466
3255,262,Brabancon_griffon,imagenet,266
3256,262,Brabancon_griffon,imagenet,268
3257,262,Brabancon_griffon,imagenet,210
3258,262,Brabancon_griffon,imagenet,466
3259,262,Brabancon_griffon,imagenet,266
3260,262,Brabancon_griffon,imagenet,268
3261,263,Pembroke,imagenet,467
3262,263,Pembroke,imagenet,329
3263,263,Pembroke,imagenet,467
3264,263,Pembroke,imagenet,286
3265,263,Pembroke,imagenet,329
3266,264,Cardigan,imagenet_sketch,469
3267,264,Cardigan,imagenet,287
3268,264,Cardigan,imagenet,287
3269,264,Cardigan,imagenet,287
3270,265,toy_poodle,imagenet_sketch,366
3271,265,toy_poodle,imagenet_sketch,281
3272,265,toy_poodle,imagenet_sketch,366
3273,265,toy_poodle,imagenet_sketch,445
3274,265,toy_poodle,imagenet_sketch,366
3275,265,toy_poodle,imagenet_sketch,366
3276,265,toy_poodle,imagenet_sketch,366
3277,265,toy_poodle,imagenet_sketch,366
3278,265,toy_poodle,imagenet_sketch,366
3279,265,toy_poodle,imagenet_sketch,366
3280,265,toy_poodle,imagenet_sketch,366
3281,265,toy_poodle,imagenet_sketch,366
3282,265,toy_poodle,imagenet_sketch,366
3283,265,toy_poodle,imagenet_sketch,366
3284,265,toy_poodle,imagenet,270
3285,265,toy_poodle,imagenet,581
3286,265,toy_poodle,imagenet,366
3287,265,toy_poodle,imagenet,581
3288,265,toy_poodle,imagenet,390
3289,265,toy_poodle,imagenet,270
3290,265,toy_poodle,imagenet,581
3291,265,toy_poodle,imagenet,390
3292,265,toy_poodle,imagenet,270
3293,265,toy_poodle,imagenet,581
3294,265,toy_poodle,imagenet,581
3295,265,toy_poodle,imagenet,390
3296,265,toy_poodle,imagenet,270
3297,265,toy_poodle,imagenet,366
3298,265,toy_poodle,imagenet,443
3299,265,toy_poodle,imagenet,581
3300,266,miniature_poodle,imagenet_sketch,429
3301,266,miniature_poodle,imagenet_sketch,429
3302,266,miniature_poodle,imagenet_sketch,429
3303,266,miniature_poodle,imagenet_sketch,429
3304,266,miniature_poodle,imagenet_sketch,429
3305,266,miniature_poodle,imagenet_sketch,429
3306,266,miniature_poodle,imagenet,402
3307,267,standard_poodle,imagenet,470
3308,267,standard_poodle,imagenet,394
3309,267,standard_poodle,imagenet,470
3310,267,standard_poodle,imagenet,470
3311,267,standard_poodle,imagenet,270
3312,267,standard_poodle,imagenet,449
3313,267,standard_poodle,imagenet,365
3314,267,standard_poodle,imagenet,329
3315,267,standard_poodle,imagenet,470
3316,267,standard_poodle,imagenet_r,357
3317,267,standard_poodle,imagenet_r,401
3318,268,Mexican_hairless,imagenet_sketch,381
3319,268,Mexican_hairless,imagenet_sketch,344
3320,268,Mexican_hairless,imagenet_sketch,299
3321,268,Mexican_hairless,imagenet,314
3322,268,Mexican_hairless,imagenet,117
3323,268,Mexican_hairless,imagenet,307
3324,268,Mexican_hairless,imagenet,287
3325,268,Mexican_hairless,imagenet,375
3326,269,timber_wolf,imagenet,469
3327,269,timber_wolf,imagenet,469
3328,269,timber_wolf,imagenet,117
3329,269,timber_wolf,imagenet,124
3330,269,timber_wolf,imagenet,469
3331,269,timber_wolf,imagenet,469
3332,270,white_wolf,imagenet_sketch,469
3333,270,white_wolf,imagenet_sketch,469
3334,270,white_wolf,imagenet_sketch,469
3335,271,red_wolf,imagenet,468
3336,271,red_wolf,imagenet,486
3337,271,red_wolf,imagenet,469
3338,271,red_wolf,imagenet,486
3339,271,red_wolf,imagenet,468
3340,271,red_wolf,imagenet,469
3341,271,red_wolf,imagenet,486
3342,271,red_wolf,imagenet,468
3343,271,red_wolf,imagenet,469
3344,271,red_wolf,imagenet,486
3345,271,red_wolf,imagenet,468
3346,277,red_fox,imagenet,117
3347,271,red_wolf,imagenet,480
3348,271,red_wolf,imagenet,480
3349,271,red_wolf,imagenet,546
3350,271,red_wolf,imagenet,468
3351,272,coyote,imagenet,63
3352,271,red_wolf,imagenet,469
3353,271,red_wolf,imagenet,486
3354,271,red_wolf,imagenet,469
3355,271,red_wolf,imagenet,480
3356,271,red_wolf,imagenet,468
3357,271,red_wolf,imagenet,469
3358,271,red_wolf,imagenet,486
3359,272,coyote,imagenet_sketch,343
3360,272,coyote,imagenet_sketch,469
3361,272,coyote,imagenet_sketch,343
3362,272,coyote,imagenet_sketch,482
3363,272,coyote,imagenet_sketch,343
3364,272,coyote,imagenet_sketch,436
3365,272,coyote,imagenet,480
3366,272,coyote,imagenet,480
3367,272,coyote,imagenet,546
3368,272,coyote,imagenet,49
3369,272,coyote,imagenet,546
3370,272,coyote,imagenet,546
3371,272,coyote,imagenet,480
3372,272,coyote,imagenet,480
3373,272,coyote,imagenet,480
3374,273,dingo,imagenet_sketch,343
3375,273,dingo,imagenet_sketch,469
3376,273,dingo,imagenet_sketch,469
3377,273,dingo,imagenet_sketch,469
3378,273,dingo,imagenet,344
3379,273,dingo,imagenet,344
3380,273,dingo,imagenet,310
3381,273,dingo,imagenet,344
3382,273,dingo,imagenet,314
3383,273,dingo,imagenet,344
3384,273,dingo,imagenet,344
3385,273,dingo,imagenet,310
3386,273,dingo,imagenet,344
3387,273,dingo,imagenet,305
3388,273,dingo,imagenet,344
3389,274,dhole,imagenet_sketch,327
3390,274,dhole,imagenet_sketch,482
3391,274,dhole,imagenet,469
3392,275,African_hunting_dog,imagenet_sketch,344
3393,275,African_hunting_dog,imagenet_sketch,547
3394,275,African_hunting_dog,imagenet_sketch,381
3395,276,hyena,imagenet,376
3396,276,hyena,imagenet,75
3397,276,hyena,imagenet,461
3398,276,hyena,imagenet,483
3399,276,hyena,imagenet,242
3400,277,red_fox,imagenet_sketch,482
3401,277,red_fox,imagenet_sketch,482
3402,277,red_fox,imagenet_sketch,482
3403,277,red_fox,imagenet_sketch,482
3404,277,red_fox,imagenet_sketch,482
3405,277,red_fox,imagenet_sketch,482
3406,277,red_fox,imagenet_sketch,482
3407,277,red_fox,imagenet_sketch,482
3408,277,red_fox,imagenet_sketch,482
3409,277,red_fox,imagenet_sketch,482
3410,277,red_fox,imagenet_sketch,482
3411,277,red_fox,imagenet_sketch,482
3412,277,red_fox,imagenet_sketch,482
3413,277,red_fox,imagenet_sketch,482
3414,277,red_fox,imagenet_sketch,198
3415,277,red_fox,imagenet_sketch,482
3416,277,red_fox,imagenet_sketch,482
3417,277,red_fox,imagenet_sketch,482
3418,277,red_fox,imagenet_sketch,482
3419,277,red_fox,imagenet_sketch,482
3420,277,red_fox,imagenet,486
3421,277,red_fox,imagenet,480
3422,277,red_fox,imagenet,486
3423,277,red_fox,imagenet,480
3424,277,red_fox,imagenet,486
3425,277,red_fox,imagenet,480
3426,277,red_fox,imagenet,480
3427,277,red_fox,imagenet,486
3428,277,red_fox,imagenet,480
3429,277,red_fox,imagenet,486
3430,277,red_fox,imagenet,480
3431,277,red_fox,imagenet,486
3432,277,red_fox,imagenet,480
3433,277,red_fox,imagenet,486
3434,277,red_fox,imagenet,486
3435,277,red_fox,imagenet,480
3436,277,red_fox,imagenet,486
3437,277,red_fox,imagenet,480
3438,277,red_fox,imagenet,486
3439,277,red_fox,imagenet,480
3440,277,red_fox,imagenet,486
3441,277,red_fox,imagenet,480
3442,277,red_fox,imagenet,486
3443,272,coyote,imagenet,480
3444,277,red_fox,imagenet,486
3445,277,red_fox,imagenet,480
3446,280,grey_fox,imagenet,480
3447,279,Arctic_fox,imagenet,336
3448,279,Arctic_fox,imagenet,336
3449,280,grey_fox,imagenet_sketch,469
3450,280,grey_fox,imagenet,479
3451,280,grey_fox,imagenet,480
3452,280,grey_fox,imagenet,479
3453,280,grey_fox,imagenet,480
3454,280,grey_fox,imagenet,480
3455,280,grey_fox,imagenet,486
3456,280,grey_fox,imagenet,479
3457,280,grey_fox,imagenet,215
3458,280,grey_fox,imagenet,215
3459,280,grey_fox,imagenet,480
3460,280,grey_fox,imagenet,215
3461,280,grey_fox,imagenet,376
3462,280,grey_fox,imagenet,480
3463,272,coyote,imagenet,480
3464,280,grey_fox,imagenet,85
3465,280,grey_fox,imagenet,85
3466,280,grey_fox,imagenet,479
3467,280,grey_fox,imagenet,480
3468,280,grey_fox,imagenet,479
3469,280,grey_fox,imagenet,480
3470,280,grey_fox,imagenet,479
3471,280,grey_fox,imagenet,480
3472,280,grey_fox,imagenet,480
3473,280,grey_fox,imagenet,480
3474,280,grey_fox,imagenet,486
3475,280,grey_fox,imagenet,479
3476,281,tabby,imagenet_r,487
3477,282,tiger_cat,imagenet_sketch,488
3478,282,tiger_cat,imagenet_sketch,488
3479,282,tiger_cat,imagenet,489
3480,282,tiger_cat,imagenet,489
3481,282,tiger_cat,imagenet,488
3482,282,tiger_cat,imagenet,488
3483,282,tiger_cat,imagenet,488
3484,282,tiger_cat,imagenet,488
3485,282,tiger_cat,imagenet,366
3486,282,tiger_cat,imagenet,489
3487,282,tiger_cat,imagenet,489
3488,282,tiger_cat,imagenet,488
3489,282,tiger_cat,imagenet,488
3490,282,tiger_cat,imagenet,489
3491,282,tiger_cat,imagenet,489
3492,282,tiger_cat,imagenet,488
3493,282,tiger_cat,imagenet,488
3494,282,tiger_cat,imagenet,488
3495,282,tiger_cat,imagenet,488
3496,282,tiger_cat,imagenet,117
3497,282,tiger_cat,imagenet,489
3498,282,tiger_cat,imagenet,489
3499,282,tiger_cat,imagenet,375
3500,282,tiger_cat,imagenet,488
3501,282,tiger_cat,imagenet,490
3502,282,tiger_cat,imagenet,488
3503,282,tiger_cat,imagenet,488
3504,282,tiger_cat,imagenet,490
3505,282,tiger_cat,imagenet,366
3506,282,tiger_cat,imagenet,489
3507,282,tiger_cat,imagenet,489
3508,282,tiger_cat,imagenet,488
3509,282,tiger_cat,imagenet,488
3510,282,tiger_cat,imagenet,489
3511,282,tiger_cat,imagenet,489
3512,282,tiger_cat,imagenet,488
3513,282,tiger_cat,imagenet,488
3514,282,tiger_cat,imagenet,488
3515,282,tiger_cat,imagenet,488
3516,282,tiger_cat,imagenet,366
3517,282,tiger_cat,imagenet,489
3518,282,tiger_cat,imagenet,488
3519,285,Egyptian_cat,imagenet_sketch,234
3520,285,Egyptian_cat,imagenet_sketch,234
3521,285,Egyptian_cat,imagenet_sketch,234
3522,285,Egyptian_cat,imagenet_sketch,234
3523,285,Egyptian_cat,imagenet_sketch,234
3524,285,Egyptian_cat,imagenet_sketch,234
3525,285,Egyptian_cat,imagenet_sketch,234
3526,285,Egyptian_cat,imagenet_sketch,234
3527,285,Egyptian_cat,imagenet,375
3528,285,Egyptian_cat,imagenet,304
3529,285,Egyptian_cat,imagenet,375
3530,285,Egyptian_cat,imagenet,304
3531,285,Egyptian_cat,imagenet,375
3532,285,Egyptian_cat,imagenet,304
3533,285,Egyptian_cat,imagenet,375
3534,285,Egyptian_cat,imagenet,375
3535,285,Egyptian_cat,imagenet,375
3536,285,Egyptian_cat,imagenet,304
3537,285,Egyptian_cat,imagenet,375
3538,285,Egyptian_cat,imagenet,488
3539,285,Egyptian_cat,imagenet,375
3540,285,Egyptian_cat,imagenet,375
3541,285,Egyptian_cat,imagenet,375
3542,285,Egyptian_cat,imagenet,375
3543,285,Egyptian_cat,imagenet,375
3544,285,Egyptian_cat,imagenet,375
3545,287,lynx,imagenet,490
3546,287,lynx,imagenet,490
3547,287,lynx,imagenet,490
3548,287,lynx,imagenet,490
3549,287,lynx,imagenet,490
3550,287,lynx,imagenet,490
3551,289,snow_leopard,imagenet_r,461
3552,289,snow_leopard,imagenet_r,461
3553,289,snow_leopard,imagenet_r,461
3554,289,snow_leopard,imagenet_r,461
3555,290,jaguar,imagenet,461
3556,290,jaguar,imagenet_sketch,461
3557,290,jaguar,imagenet_sketch,461
3558,290,jaguar,imagenet_sketch,461
3559,291,lion,imagenet,215
3560,291,lion,imagenet_r,477
3561,293,cheetah,imagenet_r,461
3562,293,cheetah,imagenet_r,183
3563,295,American_black_bear,imagenet_sketch,444
3564,297,sloth_bear,imagenet_sketch,560
3565,297,sloth_bear,imagenet_sketch,353
3566,297,sloth_bear,imagenet_sketch,353
3567,297,sloth_bear,imagenet_sketch,353
3568,297,sloth_bear,imagenet_sketch,353
3569,297,sloth_bear,imagenet_sketch,353
3570,297,sloth_bear,imagenet,63
3571,298,mongoose,imagenet_sketch,492
3572,298,mongoose,imagenet_sketch,574
